relative_path,has_digital,baseline_error_type
five/five_clocks/clocks_five_047.png,1,exact
five/five_clocks/clocks_five_048.png,0,exact
five/five_clocks/clocks_five_049.png,0,exact
four/four_clocks/clocks_four_000.png,0,exact
four/four_clocks/clocks_four_001.png,0,exact
four/four_clocks/clocks_four_002.png,0,exact
four/four_clocks/clocks_four_003.png,0,exact
four/four_clocks/clocks_four_004.png,0,exact
four/four_clocks/clocks_four_005.png,0,exact
four/four_clocks/clocks_four_006.png,0,exact
four/four_clocks/clocks_four_007.png,0,exact
four/four_clocks/clocks_four_008.png,0,exact
four/four_clocks/clocks_four_009.png,0,exact
four/four_clocks/clocks_four_010.png,0,exact
four/four_clocks/clocks_four_011.png,0,exact
four/four_clocks/clocks_four_012.png,0,exact
four/four_clocks/clocks_four_013.png,0,exact
four/four_clocks/clocks_four_014.png,0,exact
four/four_clocks/clocks_four_015.png,0,exact
four/four_clocks/clocks_four_016.png,0,exact
four/four_clocks/clocks_four_017.png,0,exact
four/four_clocks/clocks_four_018.png,0,exact
four/four_clocks/clocks_four_019.png,0,exact
four/four_clocks/clocks_four_020.png,0,exact
four/four_clocks/clocks_four_021.png,0,exact
four/four_clocks/clocks_four_022.png,0,exact
four/four_clocks/clocks_four_023.png,0,exact
four/four_clocks/clocks_four_024.png,1,exact
four/four_clocks/clocks_four_025.png,1,exact
four/four_clocks/clocks_four_026.png,0,exact
four/four_clocks/clocks_four_027.png,0,exact
four/four_clocks/clocks_four_028.png,0,exact
four/four_clocks/clocks_four_029.png,0,exact
four/four_clocks/clocks_four_030.png,0,exact
four/four_clocks/clocks_four_031.png,0,exact
four/four_clocks/clocks_four_032.png,0,exact
four/four_clocks/clocks_four_033.png,0,exact
four/four_clocks/clocks_four_034.png,0,exact
four/four_clocks/clocks_four_035.png,1,exact
four/four_clocks/clocks_four_036.png,0,exact
four/four_clocks/clocks_four_037.png,0,exact
four/four_clocks/clocks_four_038.png,0,exact
four/four_clocks/clocks_four_039.png,0,exact
four/four_clocks/clocks_four_040.png,0,exact
four/four_clocks/clocks_four_041.png,0,exact
four/four_clocks/clocks_four_042.png,0,exact
four/four_clocks/clocks_four_043.png,1,under
four/four_clocks/clocks_four_044.png,0,exact
four/four_clocks/clocks_four_045.png,0,exact
four/four_clocks/clocks_four_046.png,0,exact
four/four_clocks/clocks_four_047.png,0,exact
four/four_clocks/clocks_four_048.png,0,exact
four/four_clocks/clocks_four_049.png,0,exact
nine/nine_clocks/clocks_nine_000.png,1,under
nine/nine_clocks/clocks_nine_001.png,0,exact
nine/nine_clocks/clocks_nine_002.png,0,exact
nine/nine_clocks/clocks_nine_003.png,0,exact
nine/nine_clocks/clocks_nine_004.png,1,under
nine/nine_clocks/clocks_nine_005.png,0,exact
nine/nine_clocks/clocks_nine_006.png,0,exact
nine/nine_clocks/clocks_nine_007.png,0,exact
nine/nine_clocks/clocks_nine_008.png,1,exact
nine/nine_clocks/clocks_nine_009.png,0,exact
nine/nine_clocks/clocks_nine_010.png,0,exact
nine/nine_clocks/clocks_nine_011.png,0,exact
nine/nine_clocks/clocks_nine_012.png,0,exact
nine/nine_clocks/clocks_nine_013.png,1,under
nine/nine_clocks/clocks_nine_014.png,0,exact
nine/nine_clocks/clocks_nine_015.png,0,exact
nine/nine_clocks/clocks_nine_016.png,1,exact
nine/nine_clocks/clocks_nine_017.png,0,exact
nine/nine_clocks/clocks_nine_018.png,0,exact
nine/nine_clocks/clocks_nine_019.png,0,exact
nine/nine_clocks/clocks_nine_020.png,0,exact
nine/nine_clocks/clocks_nine_021.png,0,exact
nine/nine_clocks/clocks_nine_022.png,0,exact
nine/nine_clocks/clocks_nine_023.png,0,exact
nine/nine_clocks/clocks_nine_024.png,0,exact
nine/nine_clocks/clocks_nine_025.png,0,exact
nine/nine_clocks/clocks_nine_026.png,0,exact
nine/nine_clocks/clocks_nine_027.png,0,exact
nine/nine_clocks/clocks_nine_028.png,0,exact
nine/nine_clocks/clocks_nine_029.png,0,exact
nine/nine_clocks/clocks_nine_030.png,0,exact
nine/nine_clocks/clocks_nine_031.png,0,exact
nine/nine_clocks/clocks_nine_032.png,0,exact
nine/nine_clocks/clocks_nine_033.png,0,exact
nine/nine_clocks/clocks_nine_034.png,1,under
nine/nine_clocks/clocks_nine_035.png,0,exact
nine/nine_clocks/clocks_nine_036.png,0,exact
nine/nine_clocks/clocks_nine_037.png,0,exact
nine/nine_clocks/clocks_nine_038.png,1,under
nine/nine_clocks/clocks_nine_039.png,0,exact
nine/nine_clocks/clocks_nine_040.png,0,exact
nine/nine_clocks/clocks_nine_041.png,1,exact
nine/nine_clocks/clocks_nine_042.png,0,exact
nine/nine_clocks/clocks_nine_043.png,0,exact
nine/nine_clocks/clocks_nine_044.png,0,exact
nine/nine_clocks/clocks_nine_045.png,1,exact
nine/nine_clocks/clocks_nine_046.png,0,exact
nine/nine_clocks/clocks_nine_047.png,0,exact
nine/nine_clocks/clocks_nine_048.png,0,exact
nine/nine_clocks/clocks_nine_049.png,0,exact
seven/seven_clocks/clocks_seven_000.png,1,exact
seven/seven_clocks/clocks_seven_001.png,0,exact
seven/seven_clocks/clocks_seven_002.png,1,under
seven/seven_clocks/clocks_seven_003.png,1,exact
seven/seven_clocks/clocks_seven_004.png,0,exact
seven/seven_clocks/clocks_seven_005.png,1,exact
seven/seven_clocks/clocks_seven_006.png,0,exact
seven/seven_clocks/clocks_seven_007.png,1,under
seven/seven_clocks/clocks_seven_008.png,0,exact
seven/seven_clocks/clocks_seven_009.png,0,exact
seven/seven_clocks/clocks_seven_010.png,0,exact
seven/seven_clocks/clocks_seven_011.png,1,exact
seven/seven_clocks/clocks_seven_012.png,0,exact
seven/seven_clocks/clocks_seven_013.png,0,exact
seven/seven_clocks/clocks_seven_014.png,1,exact
seven/seven_clocks/clocks_seven_015.png,1,exact
seven/seven_clocks/clocks_seven_016.png,1,under
seven/seven_clocks/clocks_seven_017.png,0,exact
seven/seven_clocks/clocks_seven_018.png,0,exact
seven/seven_clocks/clocks_seven_019.png,0,exact
seven/seven_clocks/clocks_seven_020.png,0,exact
seven/seven_clocks/clocks_seven_021.png,0,exact
seven/seven_clocks/clocks_seven_022.png,0,exact
seven/seven_clocks/clocks_seven_023.png,0,exact
seven/seven_clocks/clocks_seven_024.png,0,exact
seven/seven_clocks/clocks_seven_025.png,0,exact
seven/seven_clocks/clocks_seven_026.png,0,exact
seven/seven_clocks/clocks_seven_027.png,0,exact
seven/seven_clocks/clocks_seven_028.png,1,under
seven/seven_clocks/clocks_seven_029.png,1,under
seven/seven_clocks/clocks_seven_030.png,0,exact
seven/seven_clocks/clocks_seven_031.png,1,exact
seven/seven_clocks/clocks_seven_032.png,1,under
seven/seven_clocks/clocks_seven_033.png,0,exact
seven/seven_clocks/clocks_seven_034.png,1,exact
seven/seven_clocks/clocks_seven_035.png,0,exact
seven/seven_clocks/clocks_seven_036.png,0,exact
seven/seven_clocks/clocks_seven_037.png,0,exact
seven/seven_clocks/clocks_seven_038.png,0,exact
seven/seven_clocks/clocks_seven_039.png,0,exact
seven/seven_clocks/clocks_seven_040.png,0,exact
seven/seven_clocks/clocks_seven_041.png,0,exact
seven/seven_clocks/clocks_seven_042.png,0,exact
seven/seven_clocks/clocks_seven_043.png,0,exact
seven/seven_clocks/clocks_seven_044.png,1,exact
seven/seven_clocks/clocks_seven_045.png,0,exact
seven/seven_clocks/clocks_seven_046.png,0,exact
seven/seven_clocks/clocks_seven_047.png,1,exact
seven/seven_clocks/clocks_seven_048.png,0,exact
seven/seven_clocks/clocks_seven_049.png,1,under
six/six_clocks/clocks_six_000.png,0,exact
six/six_clocks/clocks_six_001.png,0,exact
six/six_clocks/clocks_six_002.png,1,under
six/six_clocks/clocks_six_003.png,0,exact
six/six_clocks/clocks_six_004.png,0,exact
six/six_clocks/clocks_six_005.png,1,under
six/six_clocks/clocks_six_006.png,0,exact
six/six_clocks/clocks_six_007.png,1,exact
six/six_clocks/clocks_six_008.png,0,exact
six/six_clocks/clocks_six_009.png,1,exact
six/six_clocks/clocks_six_010.png,0,exact
six/six_clocks/clocks_six_011.png,1,exact
six/six_clocks/clocks_six_012.png,0,exact
six/six_clocks/clocks_six_013.png,1,exact
six/six_clocks/clocks_six_014.png,0,exact
six/six_clocks/clocks_six_015.png,0,exact
six/six_clocks/clocks_six_016.png,0,exact
six/six_clocks/clocks_six_017.png,1,under
six/six_clocks/clocks_six_018.png,0,exact
six/six_clocks/clocks_six_019.png,0,exact
six/six_clocks/clocks_six_020.png,0,exact
six/six_clocks/clocks_six_021.png,1,exact
six/six_clocks/clocks_six_022.png,0,exact
six/six_clocks/clocks_six_023.png,1,under
six/six_clocks/clocks_six_024.png,1,under
six/six_clocks/clocks_six_025.png,1,exact
six/six_clocks/clocks_six_026.png,1,exact
six/six_clocks/clocks_six_027.png,0,exact
six/six_clocks/clocks_six_028.png,0,exact
six/six_clocks/clocks_six_029.png,1,under
six/six_clocks/clocks_six_030.png,1,under
six/six_clocks/clocks_six_031.png,1,under
six/six_clocks/clocks_six_032.png,0,exact
six/six_clocks/clocks_six_033.png,0,exact
six/six_clocks/clocks_six_034.png,0,exact
six/six_clocks/clocks_six_035.png,0,exact
six/six_clocks/clocks_six_036.png,1,exact
six/six_clocks/clocks_six_037.png,0,exact
six/six_clocks/clocks_six_038.png,0,exact
six/six_clocks/clocks_six_039.png,1,under
six/six_clocks/clocks_six_040.png,0,exact
six/six_clocks/clocks_six_041.png,0,exact
six/six_clocks/clocks_six_042.png,1,under
six/six_clocks/clocks_six_043.png,1,exact
six/six_clocks/clocks_six_044.png,1,exact
six/six_clocks/clocks_six_045.png,1,exact
six/six_clocks/clocks_six_046.png,1,under
six/six_clocks/clocks_six_047.png,1,exact
six/six_clocks/clocks_six_048.png,1,under
six/six_clocks/clocks_six_049.png,1,under
three/three_clocks/clocks_three_000.png,0,exact
three/three_clocks/clocks_three_001.png,0,exact
three/three_clocks/clocks_three_002.png,0,exact
three/three_clocks/clocks_three_003.png,0,exact
three/three_clocks/clocks_three_004.png,0,exact
three/three_clocks/clocks_three_005.png,0,exact
three/three_clocks/clocks_three_006.png,0,exact
three/three_clocks/clocks_three_007.png,0,exact
three/three_clocks/clocks_three_008.png,0,exact
three/three_clocks/clocks_three_009.png,0,exact
three/three_clocks/clocks_three_010.png,0,exact
three/three_clocks/clocks_three_011.png,0,exact
three/three_clocks/clocks_three_012.png,0,exact
three/three_clocks/clocks_three_013.png,0,exact
three/three_clocks/clocks_three_014.png,0,exact
three/three_clocks/clocks_three_015.png,0,exact
three/three_clocks/clocks_three_016.png,0,exact
three/three_clocks/clocks_three_017.png,0,exact
three/three_clocks/clocks_three_018.png,0,exact
three/three_clocks/clocks_three_019.png,0,exact
three/three_clocks/clocks_three_020.png,0,exact
three/three_clocks/clocks_three_021.png,1,exact
three/three_clocks/clocks_three_022.png,0,exact
three/three_clocks/clocks_three_023.png,0,exact
three/three_clocks/clocks_three_024.png,0,exact
three/three_clocks/clocks_three_025.png,0,exact
three/three_clocks/clocks_three_026.png,0,exact
three/three_clocks/clocks_three_027.png,1,exact
three/three_clocks/clocks_three_028.png,0,exact
three/three_clocks/clocks_three_029.png,0,exact
three/three_clocks/clocks_three_030.png,0,exact
three/three_clocks/clocks_three_031.png,0,exact
three/three_clocks/clocks_three_032.png,0,exact
three/three_clocks/clocks_three_033.png,0,exact
three/three_clocks/clocks_three_034.png,0,exact
three/three_clocks/clocks_three_035.png,0,exact
three/three_clocks/clocks_three_036.png,0,exact
three/three_clocks/clocks_three_037.png,0,exact
three/three_clocks/clocks_three_038.png,0,exact
three/three_clocks/clocks_three_039.png,0,over
three/three_clocks/clocks_three_040.png,0,exact
three/three_clocks/clocks_three_041.png,0,exact
three/three_clocks/clocks_three_042.png,0,exact
three/three_clocks/clocks_three_043.png,0,exact
three/three_clocks/clocks_three_044.png,0,exact
three/three_clocks/clocks_three_045.png,0,exact
three/three_clocks/clocks_three_046.png,0,exact
three/three_clocks/clocks_three_047.png,0,exact
three/three_clocks/clocks_three_048.png,1,exact
three/three_clocks/clocks_three_049.png,0,exact
two/two_clocks/clocks_two_000.png,0,exact
two/two_clocks/clocks_two_001.png,0,exact
two/two_clocks/clocks_two_002.png,0,exact
two/two_clocks/clocks_two_003.png,0,exact
two/two_clocks/clocks_two_004.png,0,exact
two/two_clocks/clocks_two_005.png,0,exact
two/two_clocks/clocks_two_006.png,0,exact
two/two_clocks/clocks_two_007.png,0,over
two/two_clocks/clocks_two_008.png,0,exact
two/two_clocks/clocks_two_009.png,0,exact
two/two_clocks/clocks_two_010.png,0,exact
two/two_clocks/clocks_two_011.png,0,exact
two/two_clocks/clocks_two_012.png,0,exact
two/two_clocks/clocks_two_013.png,0,exact
two/two_clocks/clocks_two_014.png,0,exact
two/two_clocks/clocks_two_015.png,0,exact
two/two_clocks/clocks_two_016.png,0,exact
two/two_clocks/clocks_two_017.png,0,over
two/two_clocks/clocks_two_018.png,0,exact
two/two_clocks/clocks_two_019.png,1,exact
two/two_clocks/clocks_two_020.png,0,exact
two/two_clocks/clocks_two_021.png,0,exact
two/two_clocks/clocks_two_022.png,0,exact
two/two_clocks/clocks_two_023.png,0,exact
two/two_clocks/clocks_two_024.png,0,exact
two/two_clocks/clocks_two_025.png,0,exact
two/two_clocks/clocks_two_026.png,0,exact
two/two_clocks/clocks_two_027.png,0,exact
two/two_clocks/clocks_two_028.png,0,exact
two/two_clocks/clocks_two_029.png,0,exact
two/two_clocks/clocks_two_030.png,0,exact
two/two_clocks/clocks_two_031.png,0,exact
two/two_clocks/clocks_two_032.png,0,exact
two/two_clocks/clocks_two_033.png,0,exact
two/two_clocks/clocks_two_034.png,0,exact
two/two_clocks/clocks_two_035.png,0,exact
two/two_clocks/clocks_two_036.png,0,exact
two/two_clocks/clocks_two_037.png,1,exact
two/two_clocks/clocks_two_038.png,0,exact
two/two_clocks/clocks_two_039.png,0,over
two/two_clocks/clocks_two_040.png,0,exact
two/two_clocks/clocks_two_041.png,0,exact
two/two_clocks/clocks_two_042.png,0,exact
two/two_clocks/clocks_two_043.png,0,exact
two/two_clocks/clocks_two_044.png,0,exact
two/two_clocks/clocks_two_045.png,0,exact
two/two_clocks/clocks_two_046.png,1,exact
two/two_clocks/clocks_two_047.png,0,exact
two/two_clocks/clocks_two_048.png,0,exact
two/two_clocks/clocks_two_049.png,0,exact
